ベンダ,GRAPHTEC Corporation
モデル,GL900
バージョン,Ver2.09
測定間隔,2ms
測定点数,5000        
トリガ点,1                    
開始時刻,2015-10-05,14:24:11
終了時刻,2015-10-05,14:24:21
トリガ時刻,2015-10-05,14:24:11
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1, " CH 1",TEMP,TC_K,Off,300.000,-100.000,ﾟC
CH2, " CH 2",DC,1-5V,Off,401.000,1.000,kPa
CH3, " CH 3",DC,10V,Off,114.300,0.000,ml
Logic/Pulse,Off
XY1,On,CH3,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH1
XY4,Off,CH1,CH1

測定値
番号,日付,時間,us,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm,AlarmOut
NO.,Date,Time,us,ﾟC,kPa,ml,,,,,
4332,2015/10/05,14:24:19,662000,+25.7,+203.0,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4333,2015/10/05,14:24:19,664000,+25.2,+203.1,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4334,2015/10/05,14:24:19,666000,+25.9,+203.1,+29.41,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4335,2015/10/05,14:24:19,668000,+25.7,+203.1,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4336,2015/10/05,14:24:19,670000,+25.9,+203.1,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4337,2015/10/05,14:24:19,672000,+25.9,+203.0,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4338,2015/10/05,14:24:19,674000,+25.9,+203.0,+29.41,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4339,2015/10/05,14:24:19,676000,+25.7,+202.9,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4340,2015/10/05,14:24:19,678000,+25.5,+203.0,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4341,2015/10/05,14:24:19,680000,+25.4,+203.0,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4342,2015/10/05,14:24:19,682000,+25.5,+202.9,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4343,2015/10/05,14:24:19,684000,+25.9,+203.0,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4344,2015/10/05,14:24:19,686000,+25.4,+203.1,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4345,2015/10/05,14:24:19,688000,+26.2,+203.0,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4346,2015/10/05,14:24:19,690000,+25.3,+203.0,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4347,2015/10/05,14:24:19,692000,+26.2,+203.0,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4348,2015/10/05,14:24:19,694000,+25.5,+203.0,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4349,2015/10/05,14:24:19,696000,+25.4,+202.8,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4350,2015/10/05,14:24:19,698000,+25.5,+203.1,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4351,2015/10/05,14:24:19,700000,+25.4,+203.0,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4352,2015/10/05,14:24:19,702000,+25.7,+203.1,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4353,2015/10/05,14:24:19,704000,+25.7,+203.0,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4354,2015/10/05,14:24:19,706000,+25.6,+203.0,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4355,2015/10/05,14:24:19,708000,+26.2,+202.9,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4356,2015/10/05,14:24:19,710000,+25.4,+202.9,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4357,2015/10/05,14:24:19,712000,+26.2,+203.0,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4358,2015/10/05,14:24:19,714000,+25.7,+202.9,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4359,2015/10/05,14:24:19,716000,+25.7,+202.9,+29.35,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4360,2015/10/05,14:24:19,718000,+25.6,+202.9,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4361,2015/10/05,14:24:19,720000,+25.5,+202.8,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4362,2015/10/05,14:24:19,722000,+25.7,+202.9,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4363,2015/10/05,14:24:19,724000,+25.6,+202.9,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4364,2015/10/05,14:24:19,726000,+26.0,+202.9,+29.41,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4365,2015/10/05,14:24:19,728000,+25.6,+202.8,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4366,2015/10/05,14:24:19,730000,+26.0,+202.9,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4367,2015/10/05,14:24:19,732000,+25.5,+203.0,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4368,2015/10/05,14:24:19,734000,+26.1,+202.7,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4369,2015/10/05,14:24:19,736000,+25.7,+202.8,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4370,2015/10/05,14:24:19,738000,+25.1,+202.9,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4371,2015/10/05,14:24:19,740000,+25.7,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4372,2015/10/05,14:24:19,742000,+25.2,+202.8,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4373,2015/10/05,14:24:19,744000,+25.2,+202.9,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4374,2015/10/05,14:24:19,746000,+26.1,+202.9,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4375,2015/10/05,14:24:19,748000,+25.4,+202.8,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4376,2015/10/05,14:24:19,750000,+25.7,+202.9,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4377,2015/10/05,14:24:19,752000,+25.9,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4378,2015/10/05,14:24:19,754000,+25.9,+203.1,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4379,2015/10/05,14:24:19,756000,+25.9,+202.8,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4380,2015/10/05,14:24:19,758000,+25.6,+203.0,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4381,2015/10/05,14:24:19,760000,+25.7,+202.8,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4382,2015/10/05,14:24:19,762000,+25.4,+202.9,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4383,2015/10/05,14:24:19,764000,+26.0,+202.8,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4384,2015/10/05,14:24:19,766000,+25.4,+203.1,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4385,2015/10/05,14:24:19,768000,+25.6,+202.9,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4386,2015/10/05,14:24:19,770000,+25.5,+203.1,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4387,2015/10/05,14:24:19,772000,+25.4,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4388,2015/10/05,14:24:19,774000,+25.7,+202.9,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4389,2015/10/05,14:24:19,776000,+25.1,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4390,2015/10/05,14:24:19,778000,+25.4,+202.9,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4391,2015/10/05,14:24:19,780000,+25.6,+202.8,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4392,2015/10/05,14:24:19,782000,+25.3,+202.9,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4393,2015/10/05,14:24:19,784000,+25.7,+202.8,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4394,2015/10/05,14:24:19,786000,+25.8,+202.8,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4395,2015/10/05,14:24:19,788000,+25.7,+202.8,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4396,2015/10/05,14:24:19,790000,+26.1,+202.7,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4397,2015/10/05,14:24:19,792000,+25.5,+202.9,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4398,2015/10/05,14:24:19,794000,+25.8,+202.8,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4399,2015/10/05,14:24:19,796000,+25.4,+202.9,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4400,2015/10/05,14:24:19,798000,+25.7,+203.0,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4401,2015/10/05,14:24:19,800000,+25.9,+202.9,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4402,2015/10/05,14:24:19,802000,+25.8,+202.9,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4403,2015/10/05,14:24:19,804000,+25.2,+202.8,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4404,2015/10/05,14:24:19,806000,+25.9,+202.9,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4405,2015/10/05,14:24:19,808000,+25.7,+202.9,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4406,2015/10/05,14:24:19,810000,+25.8,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4407,2015/10/05,14:24:19,812000,+25.4,+203.0,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4408,2015/10/05,14:24:19,814000,+25.5,+202.9,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4409,2015/10/05,14:24:19,816000,+25.7,+202.9,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4410,2015/10/05,14:24:19,818000,+25.8,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4411,2015/10/05,14:24:19,820000,+25.7,+202.9,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4412,2015/10/05,14:24:19,822000,+25.4,+202.8,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4413,2015/10/05,14:24:19,824000,+25.3,+202.9,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4414,2015/10/05,14:24:19,826000,+25.7,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4415,2015/10/05,14:24:19,828000,+25.7,+202.8,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4416,2015/10/05,14:24:19,830000,+25.7,+202.9,+29.35,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4417,2015/10/05,14:24:19,832000,+25.9,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4418,2015/10/05,14:24:19,834000,+26.2,+202.9,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4419,2015/10/05,14:24:19,836000,+26.1,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4420,2015/10/05,14:24:19,838000,+25.6,+202.9,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4421,2015/10/05,14:24:19,840000,+26.1,+202.8,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4422,2015/10/05,14:24:19,842000,+25.1,+202.8,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4423,2015/10/05,14:24:19,844000,+25.7,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4424,2015/10/05,14:24:19,846000,+25.6,+202.6,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4425,2015/10/05,14:24:19,848000,+25.7,+202.8,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4426,2015/10/05,14:24:19,850000,+25.9,+202.9,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4427,2015/10/05,14:24:19,852000,+26.1,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4428,2015/10/05,14:24:19,854000,+25.7,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4429,2015/10/05,14:24:19,856000,+25.7,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4430,2015/10/05,14:24:19,858000,+25.6,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4431,2015/10/05,14:24:19,860000,+25.6,+202.8,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4432,2015/10/05,14:24:19,862000,+25.3,+202.7,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4433,2015/10/05,14:24:19,864000,+25.7,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4434,2015/10/05,14:24:19,866000,+26.0,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4435,2015/10/05,14:24:19,868000,+25.7,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4436,2015/10/05,14:24:19,870000,+26.1,+202.7,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4437,2015/10/05,14:24:19,872000,+26.0,+202.8,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4438,2015/10/05,14:24:19,874000,+25.9,+202.7,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4439,2015/10/05,14:24:19,876000,+25.2,+202.9,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4440,2015/10/05,14:24:19,878000,+25.3,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4441,2015/10/05,14:24:19,880000,+25.4,+203.0,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4442,2015/10/05,14:24:19,882000,+25.1,+202.9,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4443,2015/10/05,14:24:19,884000,+25.5,+202.8,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4444,2015/10/05,14:24:19,886000,+25.6,+202.8,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4445,2015/10/05,14:24:19,888000,+26.0,+202.9,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4446,2015/10/05,14:24:19,890000,+25.7,+202.8,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4447,2015/10/05,14:24:19,892000,+25.7,+203.0,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4448,2015/10/05,14:24:19,894000,+26.1,+202.9,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4449,2015/10/05,14:24:19,896000,+26.0,+202.9,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4450,2015/10/05,14:24:19,898000,+25.7,+202.9,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4451,2015/10/05,14:24:19,900000,+25.4,+203.0,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4452,2015/10/05,14:24:19,902000,+25.7,+202.8,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4453,2015/10/05,14:24:19,904000,+25.7,+202.8,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4454,2015/10/05,14:24:19,906000,+25.6,+202.9,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4455,2015/10/05,14:24:19,908000,+26.1,+202.8,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4456,2015/10/05,14:24:19,910000,+25.6,+202.5,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4457,2015/10/05,14:24:19,912000,+26.2,+202.9,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4458,2015/10/05,14:24:19,914000,+25.9,+202.6,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4459,2015/10/05,14:24:19,916000,+26.1,+202.7,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4460,2015/10/05,14:24:19,918000,+25.1,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4461,2015/10/05,14:24:19,920000,+25.7,+202.9,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4462,2015/10/05,14:24:19,922000,+25.6,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4463,2015/10/05,14:24:19,924000,+25.6,+202.6,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4464,2015/10/05,14:24:19,926000,+25.6,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4465,2015/10/05,14:24:19,928000,+25.7,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4466,2015/10/05,14:24:19,930000,+25.6,+202.6,+29.35,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4467,2015/10/05,14:24:19,932000,+25.7,+202.7,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4468,2015/10/05,14:24:19,934000,+25.7,+202.7,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4469,2015/10/05,14:24:19,936000,+25.4,+202.6,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4470,2015/10/05,14:24:19,938000,+25.2,+202.8,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4471,2015/10/05,14:24:19,940000,+25.6,+202.6,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4472,2015/10/05,14:24:19,942000,+25.3,+202.9,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4473,2015/10/05,14:24:19,944000,+25.7,+202.6,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4474,2015/10/05,14:24:19,946000,+25.9,+202.7,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4475,2015/10/05,14:24:19,948000,+25.7,+202.7,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4476,2015/10/05,14:24:19,950000,+25.7,+202.7,+29.32,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4477,2015/10/05,14:24:19,952000,+25.8,+202.7,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4478,2015/10/05,14:24:19,954000,+26.2,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4479,2015/10/05,14:24:19,956000,+25.2,+202.7,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4480,2015/10/05,14:24:19,958000,+25.6,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4481,2015/10/05,14:24:19,960000,+25.4,+202.7,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4482,2015/10/05,14:24:19,962000,+25.3,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4483,2015/10/05,14:24:19,964000,+25.3,+202.7,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4484,2015/10/05,14:24:19,966000,+26.0,+202.7,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4485,2015/10/05,14:24:19,968000,+25.7,+202.6,+29.41,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4486,2015/10/05,14:24:19,970000,+26.0,+202.8,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4487,2015/10/05,14:24:19,972000,+26.0,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4488,2015/10/05,14:24:19,974000,+26.0,+202.6,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4489,2015/10/05,14:24:19,976000,+25.7,+202.6,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4490,2015/10/05,14:24:19,978000,+25.6,+202.7,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4491,2015/10/05,14:24:19,980000,+25.5,+202.6,+29.35,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4492,2015/10/05,14:24:19,982000,+25.2,+202.7,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4493,2015/10/05,14:24:19,984000,+26.1,+202.6,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4494,2015/10/05,14:24:19,986000,+25.6,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4495,2015/10/05,14:24:19,988000,+26.1,+202.5,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4496,2015/10/05,14:24:19,990000,+25.5,+202.6,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4497,2015/10/05,14:24:19,992000,+25.7,+202.5,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4498,2015/10/05,14:24:19,994000,+25.4,+202.7,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4499,2015/10/05,14:24:19,996000,+25.9,+202.5,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4500,2015/10/05,14:24:19,998000,+25.6,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4501,2015/10/05,14:24:20,000000,+25.4,+202.6,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4502,2015/10/05,14:24:20,002000,+25.3,+202.6,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4503,2015/10/05,14:24:20,004000,+25.9,+202.5,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4504,2015/10/05,14:24:20,006000,+25.7,+202.8,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4505,2015/10/05,14:24:20,008000,+25.8,+202.6,+29.35,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4506,2015/10/05,14:24:20,010000,+25.8,+202.7,+29.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4507,2015/10/05,14:24:20,012000,+25.7,+202.5,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4508,2015/10/05,14:24:20,014000,+25.4,+202.6,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4509,2015/10/05,14:24:20,016000,+25.6,+202.7,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4510,2015/10/05,14:24:20,018000,+25.4,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4511,2015/10/05,14:24:20,020000,+25.6,+202.6,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4512,2015/10/05,14:24:20,022000,+25.4,+202.6,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4513,2015/10/05,14:24:20,024000,+25.4,+202.5,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4514,2015/10/05,14:24:20,026000,+25.7,+202.7,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4515,2015/10/05,14:24:20,028000,+25.3,+202.6,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4516,2015/10/05,14:24:20,030000,+25.6,+202.5,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4517,2015/10/05,14:24:20,032000,+25.6,+202.6,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4518,2015/10/05,14:24:20,034000,+26.0,+202.4,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4519,2015/10/05,14:24:20,036000,+25.2,+202.6,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4520,2015/10/05,14:24:20,038000,+25.4,+202.6,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4521,2015/10/05,14:24:20,040000,+25.5,+202.5,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4522,2015/10/05,14:24:20,042000,+25.4,+202.4,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4523,2015/10/05,14:24:20,044000,+25.6,+202.5,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4524,2015/10/05,14:24:20,046000,+25.7,+202.6,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4525,2015/10/05,14:24:20,048000,+25.7,+202.6,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4526,2015/10/05,14:24:20,050000,+26.0,+202.5,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4527,2015/10/05,14:24:20,052000,+25.9,+202.4,+29.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4528,2015/10/05,14:24:20,054000,+25.6,+202.5,+29.38,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4529,2015/10/05,14:24:20,056000,+26.2,+202.5,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4530,2015/10/05,14:24:20,058000,+25.4,+202.4,+29.39,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4531,2015/10/05,14:24:20,060000,+26.1,+202.6,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4532,2015/10/05,14:24:20,062000,+25.3,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4533,2015/10/05,14:24:20,064000,+25.7,+202.5,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4534,2015/10/05,14:24:20,066000,+25.1,+202.4,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4535,2015/10/05,14:24:20,068000,+25.8,+202.8,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4536,2015/10/05,14:24:20,070000,+25.6,+202.7,+29.37,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
